Customer Id,Customer Name,Email,Location,Marital Status,Income Level,Frequency,Occupation,Age,Gender,Subscription Status,Payment Method,,Interest,Category,Item Purchased
154,Marie Brown,marie.brown@yahoo.com,Kolkata,Single,1300000,Half Yearly,Banker,70,Female,Yes,PayPal,,"Electronics, Technology, Reading, Writing",Watches,Smartwatch
155,Cassandra Martin,cassandra.martin@hotmail.com,Indore,Married,800000,Half Yearly,Doctor,61,Female,No,Credit Card,,"Beauty, Fashion, Gaming",Beauty Products,Shampoo
156,Jackie Wilkinson,jackie.wilkinson@gmail.com,Surat,Married,1500000,Yearly,Chef,25,Female,No,Cash,,"Technology, Cars, Travel, Music",Automobiles,Convertible
157,Pamela Baker,pamela.baker@outlook.com,Indore,Single,400000,Half Yearly,Teacher,52,Female,Yes,Bank Transfer,,"Gadgets, Technology, Fitness",Smartphones,Google Pixel
158,Lucas Hines,lucas.hines@outlook.com,Kanpur,Married,1100000,Yearly,Doctor,64,Female,Yes,Bank Transfer,,"Fashion, Beauty, Cycling, Dancing",Beauty Products,Lipstick
159,Susan Turner,susan.turner@outlook.com,Hyderabad,Single,2400000,Quarterly,Doctor,44,Female,No,Venmo,,"Reading, Writing, Gardening",Books,History
160,Thomas Thomas,thomas.thomas@outlook.com,Agra,Single,2300000,Quarterly,Lawyer,28,Female,No,Credit Card,,"Cars, Technology, Gaming, Writing",Automobiles,SUV
161,Judy Gibson,judy.gibson@gmail.com,Jaipur,Married,2300000,Quarterly,Chef,61,Male,No,Bank Transfer,,"Shopping, Fashion, Yoga, Fitness",Clothes,Jacket
162,Debbie Grant,debbie.grant@outlook.com,Surat,Single,100000,Monthly,Entrepreneur,24,Male,No,PayPal,,"Technology, Gadgets, Painting, Photography",Smartphones,Xiaomi
163,Bradley Alexander,bradley.alexander@gmail.com,Surat,Married,3000000,Monthly,Doctor,36,Male,Yes,Venmo,,"Technology, Gadgets, Yoga",Smartphones,OnePlus
164,Johnny Johnston,johnny.johnston@outlook.com,Surat,Single,700000,Yearly,Entrepreneur,39,Male,Yes,Venmo,,"Gadgets, Technology, Writing, Movies",Smartphones,Xiaomi
165,Mrs. April Alvarez,mrs..april.alvarez@outlook.com,Hyderabad,Single,1800000,Quarterly,Teacher,40,Female,No,Venmo,,"Writing, Reading, Gardening, Cycling",Books,Non-Fiction
166,Sandra Baker,sandra.baker@outlook.com,Pune,Single,2900000,Half Yearly,Doctor,25,Male,No,Credit Card,,"Shopping, Fashion, Electronics",Clothes,Jacket
167,Frank Vaughn,frank.vaughn@hotmail.com,Jaipur,Married,2900000,Yearly,Teacher,58,Male,Yes,Credit Card,,"Cars, Technology, Gardening, Electronics",Automobiles,Convertible
168,Kurt Howard,kurt.howard@outlook.com,Thane,Married,300000,Half Yearly,Banker,27,Female,Yes,Venmo,,"Fashion, Shopping, Reading, Photography",Clothes,Skirt
169,Amanda Young,amanda.young@outlook.com,Varanasi,Single,1200000,Quarterly,Doctor,63,Female,Yes,Credit Card,,"Fashion, Shopping, Writing, Travel",Clothes,Jeans
170,Ryan Ruiz,ryan.ruiz@outlook.com,Kanpur,Married,600000,Quarterly,Manager,68,Male,Yes,Cash,,"Cars, Technology, Yoga",Automobiles,Electric Car
171,Aaron Miller,aaron.miller@hotmail.com,Bangalore,Single,3000000,Quarterly,Teacher,65,Male,No,Credit Card,,"Cars, Technology, Fitness",Automobiles,Electric Car
172,Steven Spencer,steven.spencer@gmail.com,Lucknow,Single,1000000,Monthly,Lawyer,61,Female,Yes,Debit Card,,"Technology, Cars, Painting",Automobiles,Electric Car
173,Kendra White,kendra.white@outlook.com,Kolkata,Single,1600000,Half Yearly,Banker,59,Male,Yes,Debit Card,,"Gadgets, Technology, Cycling",Smartphones,OnePlus
174,Kevin Mcgrath,kevin.mcgrath@yahoo.com,Lucknow,Single,100000,Quarterly,Entrepreneur,40,Female,No,PayPal,,"Fashion, Beauty, Yoga, Electronics",Beauty Products,Conditioner
175,Andrea Nelson,andrea.nelson@gmail.com,Bangalore,Single,1200000,Monthly,Engineer,64,Male,No,Bank Transfer,,"Beauty, Fashion, Photography, Technology",Beauty Products,Perfume
176,Peter Montgomery,peter.montgomery@gmail.com,Patna,Married,700000,Half Yearly,Entrepreneur,37,Male,Yes,PayPal,,"Beauty, Fashion, Travel, Photography",Beauty Products,Shampoo
177,Theresa Pitts,theresa.pitts@yahoo.com,Varanasi,Single,1100000,Quarterly,Chef,42,Female,No,Cash,,"Fashion, Shopping, Movies",Clothes,T-Shirt
178,Mark Gardner,mark.gardner@outlook.com,Indore,Single,800000,Half Yearly,Banker,68,Female,Yes,PayPal,,"Gadgets, Technology, Art, Electronics",Smartphones,Xiaomi
179,Amy Larson,amy.larson@yahoo.com,Surat,Married,1300000,Yearly,Chef,51,Male,No,Debit Card,,"Technology, Electronics, Painting",Watches,Smartwatch
180,Martin Martin,martin.martin@hotmail.com,Varanasi,Married,2300000,Quarterly,Banker,45,Female,No,Venmo,,"Gadgets, Technology, Writing",Smartphones,OnePlus
181,Daniel Jenkins,daniel.jenkins@outlook.com,Patna,Married,2400000,Half Yearly,Entrepreneur,20,Male,Yes,Cash,,"Reading, Writing, Movies",Books,Self-Help
182,Brooke Phillips,brooke.phillips@outlook.com,Pune,Married,2800000,Yearly,Entrepreneur,67,Male,No,Bank Transfer,,"Fashion, Beauty, Cycling",Beauty Products,Hair Dryer
183,Kimberly Thomas,kimberly.thomas@gmail.com,Ahmedabad,Married,2100000,Half Yearly,Manager,23,Female,No,Bank Transfer,,"Technology, Electronics, Travel",Watches,Analog
184,Courtney Ortiz,courtney.ortiz@hotmail.com,Agra,Married,600000,Half Yearly,Entrepreneur,69,Female,No,Cash,,"Fashion, Beauty, Sports",Beauty Products,Lipstick
185,Kelly Diaz,kelly.diaz@hotmail.com,Bangalore,Single,3000000,Monthly,Entrepreneur,20,Male,Yes,PayPal,,"Fashion, Shopping, Technology, Sports",Clothes,Shoes
186,Crystal Beck,crystal.beck@hotmail.com,Srinagar,Married,1300000,Monthly,Chef,59,Male,No,PayPal,,"Technology, Electronics, Writing",Watches,Digital
187,Debbie Morris,debbie.morris@outlook.com,Lucknow,Married,200000,Monthly,Teacher,48,Male,No,Debit Card,,"Electronics, Technology, Cooking, Writing",Watches,Luxury Watch
188,Janice Schultz,janice.schultz@yahoo.com,Bangalore,Single,2400000,Quarterly,Manager,25,Male,No,Bank Transfer,,"Electronics, Technology, Cooking",Watches,Analog
189,Phillip Graves,phillip.graves@outlook.com,Jaipur,Married,1400000,Yearly,Chef,23,Male,Yes,Credit Card,,"Technology, Gadgets, Painting",Smartphones,Google Pixel
190,Joseph Nelson,joseph.nelson@gmail.com,Indore,Single,2100000,Quarterly,Lawyer,57,Male,No,Venmo,,"Gadgets, Technology, Cycling, Dancing",Smartphones,Xiaomi
191,Sara Edwards,sara.edwards@yahoo.com,Delhi,Married,100000,Monthly,Engineer,41,Male,Yes,Bank Transfer,,"Fashion, Beauty, Sports",Beauty Products,Lipstick
192,Robert Johnston,robert.johnston@yahoo.com,Agra,Single,1900000,Monthly,Teacher,31,Male,Yes,Venmo,,"Technology, Electronics, Fashion, Painting",Watches,Digital
193,Haley Phillips,haley.phillips@hotmail.com,Agra,Single,2600000,Quarterly,Banker,56,Female,No,Debit Card,,"Technology, Cars, Art",Automobiles,Sedan
194,Megan Clark,megan.clark@yahoo.com,Kanpur,Married,1900000,Half Yearly,Doctor,32,Male,Yes,Venmo,,"Technology, Gadgets, Yoga",Smartphones,OnePlus
195,Tanya Chen,tanya.chen@hotmail.com,Delhi,Single,2800000,Yearly,Teacher,43,Male,Yes,Credit Card,,"Beauty, Fashion, Dancing",Beauty Products,Shampoo
196,John Black,john.black@outlook.com,Lucknow,Single,400000,Half Yearly,Chef,61,Female,No,Venmo,,"Electronics, Technology, Yoga, Fashion",Watches,Sports Watch
197,Randy Walsh,randy.walsh@gmail.com,Agra,Married,1400000,Monthly,Teacher,29,Male,Yes,Cash,,"Technology, Gadgets, Fitness",Smartphones,Xiaomi
198,Julie Turner,julie.turner@outlook.com,Indore,Single,1100000,Half Yearly,Manager,58,Male,Yes,Bank Transfer,,"Fashion, Beauty, Hiking, Cycling",Beauty Products,Perfume
199,Jessica Reed,jessica.reed@gmail.com,Bangalore,Married,1500000,Monthly,Engineer,28,Female,Yes,Credit Card,,"Shopping, Fashion, Technology",Clothes,Jacket
200,Jenny Perez,jenny.perez@hotmail.com,Varanasi,Married,900000,Yearly,Engineer,67,Male,Yes,PayPal,,"Technology, Gadgets, Gardening, Writing",Smartphones,Google Pixel
201,Mary Valdez,mary.valdez@yahoo.com,Lucknow,Married,2800000,Half Yearly,Manager,44,Male,No,PayPal,,"Gadgets, Technology, Writing",Smartphones,Xiaomi
202,Tina Collins,tina.collins@yahoo.com,Kanpur,Married,1600000,Quarterly,Doctor,27,Female,No,PayPal,,"Technology, Gadgets, Cycling, Electronics",Smartphones,Huawei
203,Elizabeth Rice,elizabeth.rice@hotmail.com,Varanasi,Married,2400000,Yearly,Entrepreneur,44,Female,No,PayPal,,"Gadgets, Technology, Music",Smartphones,OnePlus
204,Crystal Sanchez,crystal.sanchez@yahoo.com,Jaipur,Married,2700000,Yearly,Chef,60,Male,No,Debit Card,,"Beauty, Fashion, Photography, Art",Beauty Products,Hair Dryer
205,Lori Fry,lori.fry@yahoo.com,Jaipur,Married,1700000,Monthly,Lawyer,40,Female,No,PayPal,,"Technology, Electronics, Cycling",Watches,Sports Watch
206,Jamie Hayes,jamie.hayes@gmail.com,Visakhapatnam,Married,400000,Half Yearly,Chef,57,Female,Yes,Credit Card,,"Fashion, Shopping, Writing, Cooking",Clothes,Jeans
207,Debra Williams,debra.williams@outlook.com,Srinagar,Married,500000,Monthly,Lawyer,51,Female,Yes,Credit Card,,"Fashion, Beauty, Cycling, Painting",Beauty Products,Shampoo
208,Michael Jackson,michael.jackson@outlook.com,Pune,Single,500000,Quarterly,Manager,25,Female,Yes,Cash,,"Reading, Writing, Hiking",Books,Self-Help
209,Amanda Parker,amanda.parker@hotmail.com,Hyderabad,Married,2500000,Yearly,Entrepreneur,55,Male,No,Credit Card,,"Fashion, Beauty, Cooking, Sports",Beauty Products,Shampoo
210,James Hutchinson,james.hutchinson@yahoo.com,Thane,Married,2800000,Quarterly,Teacher,54,Male,Yes,Bank Transfer,,"Technology, Cars, Dancing",Automobiles,Electric Car
211,Mrs. Sarah Cantu,mrs..sarah.cantu@outlook.com,Bangalore,Single,2400000,Yearly,Banker,56,Female,No,Bank Transfer,,"Electronics, Technology, Movies",Watches,Luxury Watch
212,Sandra Chase,sandra.chase@yahoo.com,Pune,Single,2300000,Monthly,Engineer,30,Male,Yes,Bank Transfer,,"Gadgets, Technology, Gardening, Sports",Smartphones,Xiaomi
213,Jodi Rodriguez,jodi.rodriguez@outlook.com,Bangalore,Single,1100000,Half Yearly,Engineer,62,Male,No,Debit Card,,"Shopping, Fashion, Cooking, Music",Clothes,Shoes
214,Sara Jones,sara.jones@yahoo.com,Lucknow,Married,400000,Half Yearly,Artist,24,Female,No,Debit Card,,"Technology, Gadgets, Gardening",Smartphones,OnePlus
215,Brian Foster,brian.foster@outlook.com,Vadodara,Married,900000,Monthly,Doctor,41,Female,Yes,Credit Card,,"Reading, Writing, Fitness, Photography",Books,Science
216,Corey Mann,corey.mann@yahoo.com,Mumbai,Married,2700000,Monthly,Artist,24,Female,No,Debit Card,,"Writing, Reading, Technology",Books,Fiction
217,Dr. Dennis Johnson DDS,dr..dennis.johnson.dds@hotmail.com,Hyderabad,Single,1000000,Monthly,Banker,24,Female,Yes,PayPal,,"Technology, Cars, Sports",Automobiles,Sedan
218,Lisa Martinez,lisa.martinez@yahoo.com,Delhi,Single,3000000,Quarterly,Artist,28,Female,Yes,Debit Card,,"Technology, Electronics, Movies",Watches,Analog
219,Kelly Riley,kelly.riley@outlook.com,Ahmedabad,Single,400000,Yearly,Entrepreneur,57,Female,No,Credit Card,,"Shopping, Fashion, Cycling",Clothes,T-Shirt
220,Debra White,debra.white@yahoo.com,Mumbai,Married,1600000,Quarterly,Entrepreneur,69,Male,Yes,Debit Card,,"Gadgets, Technology, Sports, Art",Smartphones,iPhone
221,Lacey Simpson,lacey.simpson@hotmail.com,Thane,Married,600000,Monthly,Engineer,35,Female,No,Credit Card,,"Gadgets, Technology, Fashion",Smartphones,Xiaomi
222,Roy Morris,roy.morris@gmail.com,Chennai,Single,2600000,Half Yearly,Lawyer,53,Male,No,PayPal,,"Beauty, Fashion, Photography, Movies",Beauty Products,Conditioner
223,Cynthia Boyd,cynthia.boyd@outlook.com,Hyderabad,Married,1100000,Quarterly,Artist,55,Female,No,Bank Transfer,,"Technology, Cars, Dancing, Movies",Automobiles,Sedan
224,Betty Bradshaw,betty.bradshaw@yahoo.com,Indore,Single,100000,Monthly,Teacher,34,Male,Yes,PayPal,,"Cars, Technology, Cooking",Automobiles,Electric Car
225,Tyler Davies,tyler.davies@outlook.com,Jaipur,Single,400000,Quarterly,Banker,68,Female,Yes,Cash,,"Technology, Electronics, Yoga",Watches,Smartwatch
226,Jonathan Nielsen,jonathan.nielsen@hotmail.com,Pune,Single,1100000,Yearly,Chef,29,Female,Yes,Credit Card,,"Cars, Technology, Cooking, Fashion",Automobiles,SUV
227,Roberta Davis,roberta.davis@outlook.com,Vadodara,Married,2300000,Yearly,Teacher,31,Female,No,PayPal,,"Technology, Gadgets, Music, Movies",Smartphones,Huawei
228,Stephanie Austin,stephanie.austin@outlook.com,Agra,Married,2800000,Yearly,Doctor,41,Male,No,PayPal,,"Gadgets, Technology, Painting, Yoga",Smartphones,iPhone
229,Daniel Santos,daniel.santos@gmail.com,Lucknow,Married,1800000,Yearly,Engineer,46,Male,No,Cash,,"Technology, Electronics, Hiking",Watches,Digital
230,Shelly Cummings,shelly.cummings@hotmail.com,Ahmedabad,Married,2300000,Yearly,Teacher,50,Male,Yes,Cash,,"Reading, Writing, Dancing, Travel",Books,Science
231,Robert Love,robert.love@outlook.com,Hyderabad,Single,400000,Yearly,Teacher,32,Male,Yes,Cash,,"Reading, Writing, Fashion",Books,Non-Fiction
232,Brenda Austin,brenda.austin@yahoo.com,Ahmedabad,Married,2300000,Half Yearly,Teacher,57,Female,No,Credit Card,,"Fashion, Beauty, Cooking",Beauty Products,Perfume
233,Andre Reed,andre.reed@outlook.com,Kanpur,Married,1300000,Monthly,Engineer,22,Male,Yes,Credit Card,,"Electronics, Technology, Cycling, Gaming",Watches,Analog
234,Alexander Taylor,alexander.taylor@outlook.com,Pune,Married,500000,Half Yearly,Doctor,29,Male,Yes,Bank Transfer,,"Shopping, Fashion, Hiking",Clothes,Dress
235,Joseph Burch,joseph.burch@hotmail.com,Mumbai,Married,2400000,Yearly,Artist,42,Male,No,Venmo,,"Technology, Cars, Travel",Automobiles,Electric Car
236,Steven Morrison,steven.morrison@yahoo.com,Vadodara,Single,1700000,Monthly,Engineer,45,Male,Yes,PayPal,,"Reading, Writing, Painting",Books,Self-Help
237,Sharon Garcia,sharon.garcia@outlook.com,Varanasi,Single,2400000,Half Yearly,Engineer,18,Female,Yes,Cash,,"Electronics, Technology, Painting, Fashion",Watches,Digital
238,Elizabeth Holt,elizabeth.holt@hotmail.com,Kolkata,Single,700000,Yearly,Engineer,58,Male,No,Cash,,"Reading, Writing, Travel, Electronics",Books,Self-Help
239,Jacob Clark,jacob.clark@gmail.com,Agra,Single,2400000,Yearly,Chef,61,Female,Yes,Credit Card,,"Reading, Writing, Painting, Travel",Books,Self-Help
240,Stacey Gonzales,stacey.gonzales@gmail.com,Indore,Married,500000,Half Yearly,Teacher,42,Male,Yes,Venmo,,"Beauty, Fashion, Hiking",Beauty Products,Shampoo
241,Lisa Barrera,lisa.barrera@hotmail.com,Surat,Married,3000000,Monthly,Lawyer,42,Male,Yes,PayPal,,"Beauty, Fashion, Painting, Reading",Beauty Products,Lipstick
242,Michael Burke,michael.burke@yahoo.com,Vadodara,Single,2700000,Quarterly,Engineer,42,Male,Yes,Credit Card,,"Technology, Electronics, Travel, Hiking",Watches,Smartwatch
243,Denise Bernard,denise.bernard@gmail.com,Visakhapatnam,Married,2700000,Monthly,Entrepreneur,70,Male,Yes,PayPal,,"Electronics, Technology, Gaming, Fitness",Watches,Sports Watch
244,Kim Thomas,kim.thomas@yahoo.com,Indore,Single,100000,Monthly,Entrepreneur,39,Male,Yes,Cash,,"Reading, Writing, Fitness, Photography",Books,History
245,Claire Wood,claire.wood@outlook.com,Kolkata,Single,200000,Yearly,Engineer,31,Male,Yes,Credit Card,,"Technology, Cars, Cycling",Automobiles,SUV
246,Glen Flowers,glen.flowers@hotmail.com,Ahmedabad,Single,2800000,Yearly,Manager,33,Female,Yes,Credit Card,,"Fashion, Beauty, Gaming",Beauty Products,Conditioner
247,Julie Gonzales,julie.gonzales@hotmail.com,Indore,Married,2200000,Half Yearly,Artist,65,Male,Yes,Cash,,"Shopping, Fashion, Technology, Fitness",Clothes,Skirt
248,Rhonda Clark,rhonda.clark@yahoo.com,Surat,Single,2900000,Half Yearly,Artist,18,Female,Yes,Cash,,"Reading, Writing, Technology, Painting",Books,Self-Help
249,Rebecca Oconnor,rebecca.oconnor@hotmail.com,Delhi,Single,2800000,Yearly,Chef,18,Male,Yes,Bank Transfer,,"Gadgets, Technology, Sports",Smartphones,Google Pixel
250,Nicole Tanner,nicole.tanner@hotmail.com,Chennai,Married,2600000,Monthly,Entrepreneur,25,Male,Yes,Debit Card,,"Fashion, Beauty, Cycling, Gardening",Beauty Products,Shampoo
251,David Waller,david.waller@yahoo.com,Delhi,Single,2000000,Yearly,Lawyer,60,Female,Yes,Bank Transfer,,"Technology, Electronics, Art, Fashion",Watches,Digital
252,Zachary Jacobs,zachary.jacobs@hotmail.com,Pune,Single,800000,Monthly,Engineer,65,Male,Yes,Cash,,"Fashion, Beauty, Photography",Beauty Products,Face Cream
253,Tracy Proctor,tracy.proctor@outlook.com,Ahmedabad,Single,2200000,Quarterly,Chef,60,Male,No,Credit Card,,"Technology, Gadgets, Reading",Smartphones,Xiaomi
254,Amanda Ferguson,amanda.ferguson@outlook.com,Pune,Single,2500000,Yearly,Manager,66,Male,No,Debit Card,,"Electronics, Technology, Reading, Fashion",Watches,Luxury Watch
255,Hannah Nguyen,hannah.nguyen@gmail.com,Hyderabad,Married,200000,Monthly,Artist,52,Male,Yes,Debit Card,,"Writing, Reading, Photography, Travel",Books,History
256,Shannon Adams,shannon.adams@gmail.com,Kolkata,Married,2200000,Half Yearly,Artist,31,Female,Yes,Cash,,"Cars, Technology, Cooking, Hiking",Automobiles,Luxury Car
257,William Donaldson,william.donaldson@gmail.com,Delhi,Married,2000000,Yearly,Doctor,34,Male,Yes,Bank Transfer,,"Gadgets, Technology, Music, Writing",Smartphones,iPhone
258,William Brady,william.brady@yahoo.com,Kanpur,Single,2700000,Quarterly,Manager,58,Female,Yes,Bank Transfer,,"Beauty, Fashion, Dancing",Beauty Products,Face Cream
259,Jamie Taylor,jamie.taylor@yahoo.com,Chennai,Married,200000,Quarterly,Manager,28,Female,Yes,Venmo,,"Fashion, Beauty, Electronics, Photography",Beauty Products,Hair Dryer
260,Matthew Bowers,matthew.bowers@gmail.com,Agra,Married,2600000,Quarterly,Entrepreneur,70,Male,Yes,Bank Transfer,,"Electronics, Technology, Sports, Photography",Watches,Smartwatch
261,Amber Smith,amber.smith@hotmail.com,Surat,Single,500000,Quarterly,Doctor,49,Female,Yes,PayPal,,"Cars, Technology, Fitness, Photography",Automobiles,Electric Car
262,Veronica Davidson,veronica.davidson@hotmail.com,Bangalore,Single,2900000,Half Yearly,Chef,56,Female,No,Debit Card,,"Fashion, Shopping, Gardening, Music",Clothes,Dress
263,Dean Frazier,dean.frazier@hotmail.com,Vadodara,Single,2400000,Half Yearly,Manager,31,Male,Yes,Venmo,,"Fashion, Shopping, Movies",Clothes,Jeans
264,Dr. Frederick Lee,dr..frederick.lee@hotmail.com,Vadodara,Single,1600000,Yearly,Teacher,60,Male,Yes,Credit Card,,"Writing, Reading, Dancing",Books,Self-Help
265,Cheryl Levy,cheryl.levy@yahoo.com,Jaipur,Single,100000,Monthly,Entrepreneur,57,Female,Yes,Venmo,,"Gadgets, Technology, Travel, Yoga",Smartphones,Samsung Galaxy
266,Katelyn Robinson,katelyn.robinson@outlook.com,Mumbai,Married,1400000,Yearly,Lawyer,56,Female,Yes,Venmo,,"Electronics, Technology, Gardening, Cooking",Watches,Luxury Watch
267,Matthew Delgado,matthew.delgado@hotmail.com,Chennai,Married,3000000,Yearly,Entrepreneur,33,Male,No,PayPal,,"Gadgets, Technology, Reading, Fashion",Smartphones,iPhone
268,Amanda Valencia,amanda.valencia@gmail.com,Surat,Single,800000,Half Yearly,Doctor,52,Male,Yes,Bank Transfer,,"Fashion, Beauty, Painting",Beauty Products,Shampoo
269,Tonya Byrd,tonya.byrd@gmail.com,Varanasi,Single,400000,Quarterly,Engineer,70,Female,No,Bank Transfer,,"Technology, Gadgets, Dancing, Cooking",Smartphones,Xiaomi
270,Stacey Tran,stacey.tran@outlook.com,Srinagar,Married,1900000,Quarterly,Chef,64,Male,Yes,Debit Card,,"Writing, Reading, Gardening",Books,Non-Fiction
271,Mary Ward,mary.ward@hotmail.com,Bangalore,Single,2000000,Yearly,Entrepreneur,47,Female,No,Cash,,"Technology, Cars, Music, Cycling",Automobiles,Hatchback
272,Mary Roy,mary.roy@outlook.com,Delhi,Single,2900000,Half Yearly,Manager,39,Female,No,PayPal,,"Reading, Writing, Yoga, Dancing",Books,Non-Fiction
273,Samuel Arias,samuel.arias@hotmail.com,Varanasi,Single,400000,Monthly,Lawyer,55,Male,No,Venmo,,"Beauty, Fashion, Sports, Writing",Beauty Products,Hair Dryer
274,Adam Hartman,adam.hartman@yahoo.com,Kanpur,Married,300000,Monthly,Artist,69,Male,No,PayPal,,"Gadgets, Technology, Yoga, Gardening",Smartphones,Samsung Galaxy
275,Kevin Morris,kevin.morris@outlook.com,Srinagar,Single,1100000,Yearly,Manager,66,Male,Yes,Cash,,"Beauty, Fashion, Fitness",Beauty Products,Lipstick
276,Anthony Ray,anthony.ray@gmail.com,Vadodara,Married,1400000,Yearly,Banker,62,Male,Yes,Credit Card,,"Technology, Gadgets, Gardening, Dancing",Smartphones,iPhone
277,Katherine Alvarado,katherine.alvarado@gmail.com,Varanasi,Married,1900000,Half Yearly,Manager,45,Male,No,Venmo,,"Fashion, Beauty, Photography",Beauty Products,Perfume
278,Joseph Mcdonald,joseph.mcdonald@gmail.com,Kanpur,Single,2900000,Monthly,Chef,37,Male,No,PayPal,,"Fashion, Shopping, Sports",Clothes,Dress
279,Steven Robbins,steven.robbins@hotmail.com,Vadodara,Married,700000,Quarterly,Banker,61,Male,Yes,Debit Card,,"Technology, Gadgets, Cycling",Smartphones,Google Pixel
